Cấp quản lý,Chi tiết,Ca,Time,Volume,%Gán,%LTC,%Đóng kiện,%LC,Leadtime,Sản Lượng Lấy Thành Công,Sản Lượng Gán,Sản Lượng Chưa Gán,% Chưa Gán,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-23 - Chủ Nhật,6,100.00%,66.67%,50.00%,50.00%,36,4,6,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-10 - Thứ 2,7,100.00%,42.86%,28.57%,28.57%,33,3,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-30 - Chủ Nhật,7,100.00%,42.86%,28.57%,42.86%,38,3,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-25 - Thứ 3,7,100.00%,71.43%,57.14%,71.43%,28.75,5,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-08 - Thứ 7,7,100.00%,28.57%,28.57%,28.57%,30.5,2,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-06 - Thứ 5,7,100.00%,71.43%,71.43%,71.43%,29.8,5,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-22 - Thứ 7,8,100.00%,50.00%,37.50%,37.50%,35.67,4,8,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-27 - Thứ 5,8,100.00%,50.00%,50.00%,25.00%,33.75,4,8,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-29 - Thứ 7,8,100.00%,50.00%,37.50%,25.00%,29.67,4,8,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-21 - Thứ 6,8,100.00%,25.00%,25.00%,25.00%,32,2,8,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-24 - Thứ 2,9,100.00%,77.78%,77.78%,77.78%,37.57,7,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-15 - Thứ 7,9,100.00%,66.67%,66.67%,55.56%,24.33,6,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-03 - Thứ 2,9,100.00%,88.89%,88.89%,88.89%,31.5,8,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-04 - Thứ 3,9,100.00%,77.78%,77.78%,55.56%,22.29,7,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-18 - Thứ 3,9,100.00%,55.56%,44.44%,33.33%,21.25,5,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-20 - Thứ 5,10,100.00%,60.00%,60.00%,60.00%,17.33,6,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-13 - Thứ 5,10,100.00%,60.00%,60.00%,50.00%,31.5,6,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-16 - Chủ Nhật,10,100.00%,60.00%,40.00%,50.00%,22.75,6,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-14 - Thứ 6,10,100.00%,60.00%,60.00%,50.00%,38.5,6,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-17 - Thứ 2,14,100.00%,71.43%,64.29%,64.29%,33.33,10,14,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-11 - Thứ 3,18,100.00%,77.78%,61.11%,77.78%,33.36,14,18,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-07 - Thứ 6,19,100.00%,73.68%,73.68%,73.68%,25.5,14,19,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-09 - Chủ Nhật,20,100.00%,90.00%,85.00%,90.00%,38.65,18,20,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-28 - Thứ 6,23,100.00%,82.61%,78.26%,73.91%,32.44,19,23,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-19 - Thứ 4,24,100.00%,83.33%,79.17%,83.33%,33.11,20,24,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Khánh 2,Hàng Tồn,2026-08-12 - Thứ 4,33,100.00%,90.91%,90.91%,90.91%,28.93,30,33,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-22 - Thứ 7,66,100.00%,98.48%,93.94%,96.97%,7.56,65,66,0,0.00%,66,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-24 - Thứ 2,75,96.00%,53.33%,48.00%,45.33%,6.83,40,72,3,4.00%,75,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-12 - Thứ 4,69,100.00%,98.55%,92.75%,92.75%,12.05,68,69,0,0.00%,69,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-05 - Thứ 4,60,98.33%,86.67%,83.33%,86.67%,11.96,52,59,1,1.67%,60,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-17 - Thứ 2,59,100.00%,86.44%,83.05%,77.97%,4.69,51,59,0,0.00%,59,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-21 - Thứ 6,80,100.00%,93.75%,91.25%,93.75%,7.1,75,80,0,0.00%,80,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-26 - Thứ 4,72,100.00%,73.61%,73.61%,73.61%,8.74,53,72,0,0.00%,72,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-25 - Thứ 3,96,100.00%,84.38%,84.38%,79.17%,5.58,81,96,0,0.00%,96,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-29 - Thứ 7,13,100.00%,92.31%,92.31%,92.31%,9.25,12,13,0,0.00%,13,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,13,84.62%,84.62%,84.62%,84.62%,3.91,11,11,2,15.38%,13,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-13 - Thứ 5,16,93.75%,68.75%,50.00%,68.75%,9,11,15,1,6.25%,16,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,17,100.00%,52.94%,52.94%,52.94%,8.67,9,17,0,0.00%,17,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-04 - Thứ 3,18,94.44%,88.89%,88.89%,88.89%,13.94,16,17,1,5.56%,18,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-14 - Thứ 6,19,94.74%,94.74%,94.74%,68.42%,8.56,18,18,1,5.26%,19,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-06 - Thứ 5,22,100.00%,90.91%,86.36%,90.91%,6.68,20,22,0,0.00%,22,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,24,100.00%,91.67%,91.67%,91.67%,12.86,22,24,0,0.00%,24,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-11 - Thứ 3,26,100.00%,69.23%,65.38%,65.38%,10.29,18,26,0,0.00%,26,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-27 - Thứ 5,27,100.00%,100.00%,92.59%,100.00%,8.6,27,27,0,0.00%,27,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,28,100.00%,92.86%,89.29%,92.86%,5.96,26,28,0,0.00%,28,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-08 - Thứ 7,28,100.00%,78.57%,75.00%,75.00%,4.67,22,28,0,0.00%,28,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-07 - Thứ 6,29,100.00%,75.86%,72.41%,75.86%,8.62,22,29,0,0.00%,29,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-20 - Thứ 5,30,93.33%,90.00%,86.67%,80.00%,8.73,27,28,2,6.67%,30,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-28 - Thứ 6,30,100.00%,96.67%,93.33%,90.00%,7.54,29,30,0,0.00%,30,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-15 - Thứ 7,32,96.88%,87.50%,87.50%,75.00%,6.54,28,31,1,3.12%,32,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-03 - Thứ 2,32,100.00%,93.75%,78.13%,87.50%,7.4,30,32,0,0.00%,32,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-10 - Thứ 2,35,100.00%,91.43%,82.86%,85.71%,7.59,32,35,0,0.00%,35,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-18 - Thứ 3,45,100.00%,97.78%,95.56%,97.78%,9.23,44,45,0,0.00%,45,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-08-19 - Thứ 4,46,100.00%,95.65%,95.65%,95.65%,7.27,44,46,0,0.00%,46,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-28 - Thứ 6,1,100.00%,0.00%,0.00%,0.00%,,0,1,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-07 - Thứ 6,3,100.00%,100.00%,100.00%,100.00%,41,3,3,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-29 - Thứ 7,3,100.00%,66.67%,66.67%,66.67%,8,2,3,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-03 - Thứ 2,4,100.00%,75.00%,75.00%,75.00%,40,3,4,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-30 - Chủ Nhật,4,100.00%,75.00%,25.00%,75.00%,1,3,4,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-24 - Thứ 2,5,100.00%,0.00%,0.00%,0.00%,,0,5,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-23 - Chủ Nhật,5,100.00%,40.00%,40.00%,40.00%,38,2,5,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-20 - Thứ 5,6,100.00%,50.00%,50.00%,50.00%,45,3,6,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-22 - Thứ 7,7,100.00%,57.14%,57.14%,57.14%,36,4,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-05 - Thứ 4,7,100.00%,71.43%,57.14%,71.43%,40.75,5,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-17 - Thứ 2,7,100.00%,42.86%,28.57%,42.86%,43.5,3,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-04 - Thứ 3,7,100.00%,57.14%,28.57%,42.86%,9,4,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-08 - Thứ 7,7,100.00%,57.14%,57.14%,57.14%,31.5,4,7,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-14 - Thứ 6,7,85.71%,57.14%,57.14%,57.14%,31,4,6,1,14.29%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-15 - Thứ 7,8,100.00%,87.50%,62.50%,75.00%,12,7,8,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-21 - Thứ 6,8,100.00%,75.00%,75.00%,75.00%,24,6,8,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-11 - Thứ 3,9,100.00%,66.67%,66.67%,66.67%,40.17,6,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-06 - Thứ 5,9,100.00%,88.89%,88.89%,88.89%,32.5,8,9,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-09 - Chủ Nhật,10,100.00%,50.00%,50.00%,40.00%,37,5,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-19 - Thứ 4,10,100.00%,80.00%,70.00%,50.00%,28.43,8,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-16 - Chủ Nhật,10,100.00%,60.00%,50.00%,50.00%,7.4,6,10,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-12 - Thứ 4,12,100.00%,75.00%,75.00%,58.33%,30.67,9,12,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-13 - Thứ 5,12,100.00%,75.00%,50.00%,75.00%,25.33,9,12,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-10 - Thứ 2,13,100.00%,61.54%,61.54%,61.54%,35.63,8,13,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-18 - Thứ 3,17,100.00%,76.47%,76.47%,52.94%,34,13,17,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-27 - Thứ 5,19,100.00%,89.47%,89.47%,89.47%,33.76,17,19,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-25 - Thứ 3,45,100.00%,24.44%,24.44%,17.78%,22.91,11,45,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-08-26 - Thứ 4,57,100.00%,94.74%,92.98%,94.74%,44.02,54,57,0,0.00%,0,Khánh Hòa,NTB,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,1,100.00%,100.00%,100.00%,0.00%,6,1,1,0,0.00%,1,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-19 - Thứ 4,1,100.00%,100.00%,100.00%,0.00%,13,1,1,0,0.00%,1,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-28 - Thứ 6,1,100.00%,100.00%,100.00%,0.00%,13,1,1,0,0.00%,1,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-15 - Thứ 7,2,100.00%,100.00%,50.00%,0.00%,8,2,2,0,0.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-26 - Thứ 4,2,100.00%,50.00%,0.00%,0.00%,,1,2,0,0.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-11 - Thứ 3,2,100.00%,100.00%,0.00%,0.00%,,2,2,0,0.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-18 - Thứ 3,2,100.00%,100.00%,0.00%,0.00%,,2,2,0,0.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,2,50.00%,50.00%,0.00%,0.00%,,1,1,1,50.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-29 - Thứ 7,2,50.00%,50.00%,50.00%,0.00%,11,1,1,1,50.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,2,100.00%,100.00%,0.00%,0.00%,,2,2,0,0.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-04 - Thứ 3,2,100.00%,100.00%,0.00%,50.00%,,2,2,0,0.00%,2,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,3,100.00%,66.67%,33.33%,0.00%,7,2,3,0,0.00%,3,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-13 - Thứ 5,3,100.00%,100.00%,33.33%,0.00%,13,3,3,0,0.00%,3,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-24 - Thứ 2,3,100.00%,100.00%,0.00%,33.33%,,3,3,0,0.00%,3,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-05 - Thứ 4,3,100.00%,100.00%,66.67%,66.67%,7,3,3,0,0.00%,3,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-03 - Thứ 2,3,100.00%,100.00%,66.67%,66.67%,-3,3,3,0,0.00%,3,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-25 - Thứ 3,3,100.00%,100.00%,33.33%,33.33%,1,3,3,0,0.00%,3,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-22 - Thứ 7,4,100.00%,100.00%,25.00%,50.00%,1,4,4,0,0.00%,4,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-27 - Thứ 5,4,75.00%,75.00%,0.00%,0.00%,,3,3,1,25.00%,4,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-10 - Thứ 2,5,100.00%,100.00%,40.00%,20.00%,16.5,5,5,0,0.00%,5,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-07 - Thứ 6,5,100.00%,100.00%,100.00%,80.00%,12.6,5,5,0,0.00%,5,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-20 - Thứ 5,5,100.00%,100.00%,60.00%,60.00%,,5,5,0,0.00%,5,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-21 - Thứ 6,5,100.00%,100.00%,80.00%,60.00%,9.25,5,5,0,0.00%,5,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-17 - Thứ 2,6,100.00%,100.00%,83.33%,33.33%,5,6,6,0,0.00%,6,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-14 - Thứ 6,8,100.00%,87.50%,25.00%,12.50%,1,7,8,0,0.00%,8,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-06 - Thứ 5,17,29.41%,11.76%,5.88%,0.00%,10,2,5,12,70.59%,17,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-08-12 - Thứ 4,23,100.00%,100.00%,43.48%,0.00%,17.4,23,23,0,0.00%,23,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-05 - Thứ 4,1,100.00%,100.00%,100.00%,100.00%,24,1,1,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-03 - Thứ 2,1,100.00%,100.00%,100.00%,100.00%,39,1,1,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-04 - Thứ 3,1,100.00%,100.00%,100.00%,100.00%,15,1,1,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-06 - Thứ 5,1,100.00%,100.00%,100.00%,100.00%,18,1,1,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-22 - Thứ 7,2,100.00%,100.00%,100.00%,100.00%,16.5,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-27 - Thứ 5,2,100.00%,100.00%,100.00%,50.00%,33,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-29 - Thứ 7,2,100.00%,100.00%,100.00%,100.00%,21,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-20 - Thứ 5,2,100.00%,100.00%,100.00%,50.00%,10,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-21 - Thứ 6,2,100.00%,100.00%,100.00%,100.00%,20,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-30 - Chủ Nhật,2,100.00%,100.00%,50.00%,0.00%,11,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-26 - Thứ 4,2,100.00%,100.00%,100.00%,100.00%,22,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-25 - Thứ 3,2,100.00%,100.00%,100.00%,100.00%,17,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-24 - Thứ 2,2,100.00%,100.00%,100.00%,100.00%,18.5,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-12 - Thứ 4,2,100.00%,100.00%,100.00%,100.00%,24.5,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-23 - Chủ Nhật,2,100.00%,100.00%,100.00%,100.00%,37,2,2,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-10 - Thứ 2,3,100.00%,100.00%,66.67%,66.67%,15.5,3,3,0,0.00%,0,Khánh Hòa,NTB,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-08-14 - Thứ 6,3,100.00%,100.00%,100.00%,100.00%,22.67,3,3,0,0.00%,0,Khánh Hòa,NTB,AM Duy
