Cấp quản lý,Chi tiết,Ca,Time,Volume,%Gán,%LTC,%Đóng kiện,%LC,Leadtime,Sản Lượng Lấy Thành Công,Sản Lượng Gán,Sản Lượng Chưa Gán,% Chưa Gán,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-27 - Thứ 5,62,100.00%,100.00%,100.00%,100.00%,4.55,62,62,0,0.00%,62,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-24 - Thứ 2,93,100.00%,96.77%,92.47%,94.62%,4.5,90,93,0,0.00%,93,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-07 - Thứ 6,197,96.95%,94.92%,94.42%,94.42%,8.42,187,191,6,3.05%,197,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-15 - Thứ 7,91,94.51%,86.81%,79.12%,86.81%,8.13,79,86,5,5.49%,91,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-29 - Thứ 7,83,97.59%,95.18%,93.98%,95.18%,7.71,79,81,2,2.41%,83,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,58,96.55%,29.31%,0.00%,6.90%,,17,56,2,3.45%,58,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-20 - Thứ 5,157,98.73%,92.99%,90.45%,92.36%,11.2,146,155,2,1.27%,157,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-05 - Thứ 4,203,99.51%,99.01%,97.04%,98.52%,4.92,201,202,1,0.49%,203,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-17 - Thứ 2,107,87.85%,69.16%,66.36%,68.22%,4.35,74,94,13,12.15%,107,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-21 - Thứ 6,123,100.00%,92.68%,91.87%,92.68%,8.19,114,123,0,0.00%,123,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,97,94.85%,92.78%,91.75%,91.75%,6.13,90,92,5,5.15%,97,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,68,100.00%,97.06%,82.35%,94.12%,3.5,66,68,0,0.00%,68,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-19 - Thứ 4,64,98.44%,98.44%,96.88%,98.44%,5.9,63,63,1,1.56%,64,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-03 - Thứ 2,78,97.44%,93.59%,73.08%,88.46%,2.68,73,76,2,2.56%,78,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-26 - Thứ 4,65,1.54%,1.54%,1.54%,1.54%,1,1,1,64,98.46%,65,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-28 - Thứ 6,61,96.72%,90.16%,81.97%,83.61%,5.22,55,59,2,3.28%,61,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-04 - Thứ 3,101,96.04%,92.08%,90.10%,92.08%,7.85,93,97,4,3.96%,101,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-08 - Thứ 7,100,99.00%,98.00%,96.00%,98.00%,2.79,98,99,1,1.00%,100,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-11 - Thứ 3,176,99.43%,98.30%,97.16%,98.30%,6.56,173,175,1,0.57%,176,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-18 - Thứ 3,80,98.75%,96.25%,95.00%,96.25%,6.82,77,79,1,1.25%,80,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-14 - Thứ 6,89,100.00%,100.00%,97.75%,100.00%,4.34,89,89,0,0.00%,89,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,147,97.28%,95.24%,92.52%,94.56%,11.01,140,143,4,2.72%,147,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-06 - Thứ 5,155,100.00%,95.48%,92.90%,94.19%,7.72,148,155,0,0.00%,155,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-12 - Thứ 4,20,5.00%,5.00%,0.00%,5.00%,,1,1,19,95.00%,20,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-25 - Thứ 3,21,52.38%,52.38%,28.57%,42.86%,1,11,11,10,47.62%,21,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Mới Ca 1,2026-08-13 - Thứ 5,23,43.48%,43.48%,43.48%,43.48%,5.4,10,10,13,56.52%,23,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-10 - Thứ 2,59,100.00%,96.61%,96.61%,96.61%,23.32,57,59,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-27 - Thứ 5,75,100.00%,96.00%,96.00%,94.67%,29.74,72,75,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-23 - Chủ Nhật,156,100.00%,99.36%,98.08%,99.36%,32.21,155,156,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-15 - Thứ 7,1,100.00%,0.00%,0.00%,0.00%,,0,1,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-28 - Thứ 6,2,100.00%,100.00%,100.00%,50.00%,48.5,2,2,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-12 - Thứ 4,4,75.00%,0.00%,0.00%,0.00%,,0,3,1,25.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-09 - Chủ Nhật,5,80.00%,40.00%,0.00%,0.00%,,2,4,1,20.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-25 - Thứ 3,6,100.00%,33.33%,33.33%,0.00%,20,2,6,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-11 - Thứ 3,6,100.00%,83.33%,83.33%,83.33%,31.8,5,6,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-30 - Chủ Nhật,7,100.00%,71.43%,57.14%,28.57%,32.5,5,7,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-06 - Thứ 5,7,100.00%,57.14%,57.14%,42.86%,24.5,4,7,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-22 - Thứ 7,8,100.00%,12.50%,12.50%,0.00%,37,1,8,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-24 - Thứ 2,8,100.00%,87.50%,87.50%,87.50%,26.86,7,8,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-17 - Thứ 2,8,87.50%,62.50%,62.50%,62.50%,18.6,5,7,1,12.50%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-03 - Thứ 2,8,100.00%,87.50%,75.00%,75.00%,35,7,8,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-05 - Thứ 4,8,100.00%,50.00%,50.00%,37.50%,31.75,4,8,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-07 - Thứ 6,11,100.00%,90.91%,81.82%,72.73%,45.67,10,11,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-29 - Thứ 7,11,100.00%,81.82%,81.82%,72.73%,28.11,9,11,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-04 - Thứ 3,11,100.00%,90.91%,90.91%,90.91%,33.9,10,11,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-21 - Thứ 6,12,100.00%,83.33%,83.33%,83.33%,34.8,10,12,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-16 - Chủ Nhật,12,100.00%,91.67%,91.67%,91.67%,32.36,11,12,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-08 - Thứ 7,13,100.00%,84.62%,76.92%,61.54%,21.8,11,13,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-26 - Thứ 4,15,53.33%,26.67%,20.00%,13.33%,26.33,4,8,7,46.67%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-14 - Thứ 6,20,100.00%,90.00%,90.00%,90.00%,40.72,18,20,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-13 - Thứ 5,21,71.43%,66.67%,66.67%,66.67%,36,14,15,6,28.57%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-20 - Thứ 5,22,100.00%,95.45%,95.45%,95.45%,71.43,21,22,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-19 - Thứ 4,25,100.00%,12.00%,12.00%,8.00%,26.33,3,25,0,0.00%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Nhân Cơ,Hàng Tồn,2026-08-18 - Thứ 3,36,97.22%,36.11%,36.11%,33.33%,24.31,13,35,1,2.78%,0,Đắk Nông,NTB,AM Duân
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-07 - Thứ 6,5,100.00%,80.00%,60.00%,20.00%,2.67,4,5,0,0.00%,5,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-30 - Chủ Nhật,5,100.00%,60.00%,0.00%,40.00%,,3,5,0,0.00%,5,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-12 - Thứ 4,6,100.00%,100.00%,0.00%,16.67%,,6,6,0,0.00%,6,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-17 - Thứ 2,6,100.00%,83.33%,16.67%,33.33%,3,5,6,0,0.00%,6,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,6,100.00%,83.33%,33.33%,50.00%,1,5,6,0,0.00%,6,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-06 - Thứ 5,7,100.00%,100.00%,42.86%,71.43%,4,7,7,0,0.00%,7,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-10 - Thứ 2,9,88.89%,77.78%,77.78%,77.78%,5.43,7,8,1,11.11%,9,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,9,100.00%,88.89%,77.78%,77.78%,4.43,8,9,0,0.00%,9,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-11 - Thứ 3,9,100.00%,55.56%,11.11%,44.44%,3,5,9,0,0.00%,9,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-18 - Thứ 3,10,100.00%,70.00%,20.00%,50.00%,14.5,7,10,0,0.00%,10,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-28 - Thứ 6,11,90.91%,81.82%,54.55%,72.73%,5.33,9,10,1,9.09%,11,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-15 - Thứ 7,11,90.91%,63.64%,36.36%,45.45%,5,7,10,1,9.09%,11,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-22 - Thứ 7,12,100.00%,83.33%,66.67%,8.33%,3.88,10,12,0,0.00%,12,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-29 - Thứ 7,12,100.00%,66.67%,0.00%,16.67%,,8,12,0,0.00%,12,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-21 - Thứ 6,12,100.00%,91.67%,75.00%,91.67%,8.33,11,12,0,0.00%,12,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-13 - Thứ 5,12,75.00%,58.33%,33.33%,33.33%,3.5,7,9,3,25.00%,12,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-27 - Thứ 5,13,100.00%,100.00%,76.92%,69.23%,3.3,13,13,0,0.00%,13,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-26 - Thứ 4,13,100.00%,92.31%,46.15%,46.15%,2.67,12,13,0,0.00%,13,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-03 - Thứ 2,14,100.00%,85.71%,50.00%,42.86%,6.57,12,14,0,0.00%,14,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-08 - Thứ 7,14,100.00%,92.86%,57.14%,50.00%,7.5,13,14,0,0.00%,14,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-24 - Thứ 2,17,94.12%,88.24%,70.59%,58.82%,3.5,15,16,1,5.88%,17,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-14 - Thứ 6,17,100.00%,100.00%,82.35%,82.35%,4.29,17,17,0,0.00%,17,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-04 - Thứ 3,19,100.00%,100.00%,78.95%,68.42%,5.13,19,19,0,0.00%,19,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-05 - Thứ 4,21,95.24%,61.90%,52.38%,47.62%,4,13,20,1,4.76%,21,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-19 - Thứ 4,22,100.00%,77.27%,50.00%,27.27%,5.36,17,22,0,0.00%,22,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-25 - Thứ 3,24,100.00%,87.50%,75.00%,41.67%,3.56,21,24,0,0.00%,24,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-20 - Thứ 5,26,100.00%,92.31%,76.92%,38.46%,6.5,24,26,0,0.00%,26,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,35,94.29%,94.29%,85.71%,82.86%,6.07,33,33,2,5.71%,35,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-10 - Thứ 2,2,100.00%,50.00%,50.00%,50.00%,26,1,2,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-11 - Thứ 3,3,66.67%,33.33%,33.33%,33.33%,23,1,2,1,33.33%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-07 - Thứ 6,5,100.00%,100.00%,80.00%,60.00%,35.5,5,5,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-17 - Thứ 2,5,100.00%,60.00%,60.00%,60.00%,35.33,3,5,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-03 - Thứ 2,5,100.00%,100.00%,60.00%,80.00%,41,5,5,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-28 - Thứ 6,5,100.00%,80.00%,60.00%,40.00%,16.33,4,5,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-08 - Thứ 7,5,100.00%,100.00%,100.00%,100.00%,30,5,5,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-18 - Thứ 3,5,100.00%,80.00%,40.00%,20.00%,43,4,5,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-29 - Thứ 7,6,100.00%,50.00%,33.33%,0.00%,4,3,6,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-09 - Chủ Nhật,8,100.00%,100.00%,87.50%,100.00%,20.43,8,8,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-05 - Thứ 4,8,100.00%,100.00%,100.00%,12.50%,24.63,8,8,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-04 - Thứ 3,8,100.00%,87.50%,75.00%,75.00%,24.67,7,8,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-12 - Thứ 4,8,100.00%,87.50%,37.50%,50.00%,22,7,8,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-19 - Thứ 4,8,100.00%,62.50%,62.50%,62.50%,34.8,5,8,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-27 - Thứ 5,9,100.00%,88.89%,77.78%,77.78%,39.14,8,9,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-15 - Thứ 7,9,100.00%,55.56%,55.56%,44.44%,35.6,5,9,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-13 - Thứ 5,9,100.00%,100.00%,88.89%,77.78%,43.75,9,9,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-22 - Thứ 7,10,100.00%,60.00%,40.00%,40.00%,66.25,6,10,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-24 - Thứ 2,10,100.00%,80.00%,60.00%,50.00%,28.67,8,10,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-14 - Thứ 6,10,100.00%,50.00%,40.00%,40.00%,43.75,5,10,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-16 - Chủ Nhật,11,100.00%,63.64%,54.55%,54.55%,52,7,11,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-25 - Thứ 3,13,100.00%,76.92%,53.85%,61.54%,20,10,13,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-23 - Chủ Nhật,15,100.00%,80.00%,66.67%,73.33%,17.6,12,15,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-30 - Chủ Nhật,16,100.00%,87.50%,75.00%,62.50%,30.42,14,16,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-06 - Thứ 5,18,100.00%,88.89%,66.67%,83.33%,25.08,16,18,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-20 - Thứ 5,19,100.00%,73.68%,63.16%,63.16%,13.42,14,19,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-26 - Thứ 4,19,100.00%,94.74%,73.68%,84.21%,15.57,18,19,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Khê,Hàng Tồn,2026-08-21 - Thứ 6,23,100.00%,82.61%,60.87%,60.87%,14.43,19,23,0,0.00%,0,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-22 - Thứ 7,55,98.18%,98.18%,80.00%,83.64%,4.36,54,54,1,1.82%,55,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-10 - Thứ 2,62,100.00%,100.00%,79.03%,82.26%,5.8,62,62,0,0.00%,62,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-27 - Thứ 5,52,100.00%,100.00%,78.85%,86.54%,5.88,52,52,0,0.00%,52,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-15 - Thứ 7,59,100.00%,96.61%,89.83%,94.92%,5.08,57,59,0,0.00%,59,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-29 - Thứ 7,71,100.00%,95.77%,87.32%,88.73%,4.44,68,71,0,0.00%,71,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-20 - Thứ 5,47,100.00%,95.74%,72.34%,80.85%,6.26,45,47,0,0.00%,47,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-05 - Thứ 4,79,98.73%,92.41%,84.81%,92.41%,7.22,73,78,1,1.27%,79,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-17 - Thứ 2,64,0.00%,0.00%,0.00%,0.00%,,0,0,64,100.00%,64,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-21 - Thứ 6,50,74.00%,72.00%,68.00%,68.00%,5.79,36,37,13,26.00%,50,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-19 - Thứ 4,43,100.00%,93.02%,69.77%,81.40%,5.93,40,43,0,0.00%,43,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-03 - Thứ 2,44,100.00%,95.45%,75.00%,72.73%,5.33,42,44,0,0.00%,44,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-04 - Thứ 3,58,100.00%,72.41%,68.97%,72.41%,5.43,42,58,0,0.00%,58,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-08 - Thứ 7,75,100.00%,96.00%,38.67%,42.67%,4.9,72,75,0,0.00%,75,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-11 - Thứ 3,60,100.00%,96.67%,95.00%,96.67%,5.67,58,60,0,0.00%,60,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-26 - Thứ 4,58,98.28%,81.03%,60.34%,55.17%,7.34,47,57,1,1.72%,58,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-06 - Thứ 5,9,33.33%,0.00%,0.00%,0.00%,,0,3,6,66.67%,9,Đắk Nông,NTB,AM Nhung
NTB - Đắk Nông,(DNO) Quảng Sơn,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,20,0.00%,0.00%,0.00%,0.00%,,0,0,20,100.00%,20,Đắk Nông,NTB,AM Nhung
