Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,Sản Lượng Giao Thành Công,Sản Lượng Tồn,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,AM,Unnamed: 13,Cấp Quản Lý.1,Chi tiết.1,Loại Hàng.1,Time.1,Volume.1,% Gán.1,% GTC.1,Sản Lượng Giao Thành Công.1,Sản Lượng Tồn.1,% Chưa Gán.1,%Tồn.1,Hàng Mới Về Trong Ngày.1,AM.1,Unnamed: 27,Cấp Quản Lý.2,Chi tiết.2,Loại Hàng.2,Time.2,Volume.2,% Gán.2,% GTC.2,Sản Lượng Giao Thành Công.2,Sản Lượng Tồn.2,% Chưa Gán.2,%Tồn.2,Hàng Mới Về Trong Ngày.2,AM.2
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,831,99.88%,81.59%,678,142,0.12%,17.09%,831,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,2,100.00%,0.00%,0,1,0.00%,50.00%,2,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-13 - Chủ Nhật,427,98.36%,47.31%,202,202,1.64%,47.30%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-14 - Thứ 2,"1,017",99.80%,80.24%,816,186,0.20%,18.29%,"1,017",AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-14 - Thứ 2,1,0.00%,0.00%,0,1,100.00%,100.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-14 - Thứ 2,334,98.20%,42.51%,142,172,1.80%,51.50%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-15 - Thứ 3,973,99.79%,79.65%,775,188,0.21%,19.32%,973,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-15 - Thứ 3,1,0.00%,0.00%,0,1,100.00%,100.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-15 - Thứ 3,320,99.06%,38.75%,124,168,0.94%,52.50%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-16 - Thứ 4,836,99.76%,77.39%,647,177,0.24%,21.17%,836,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-16 - Thứ 4,342,97.66%,38.01%,130,187,2.34%,54.68%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-17 - Thứ 5,"1,142",99.82%,81.35%,929,200,0.18%,17.51%,"1,142",AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-17 - Thứ 5,1,0.00%,0.00%,0,1,100.00%,100.00%,1,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-17 - Thứ 5,328,98.78%,41.46%,136,170,1.22%,51.83%,0,AM Nhung
NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 1,2026-09-18 - Thứ 6,778,99.87%,79.31%,617,147,0.13%,18.89%,778,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Nhung,,NTB - Đắk Nông,(DNO) Đức Lập,Hàng Tồn,2026-09-18 - Thứ 6,330,96.36%,46.06%,152,159,3.64%,48.18%,0,AM Nhung
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-12 - Thứ 7,235,96.60%,67.23%,158,76,3.40%,32.34%,235,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-12 - Thứ 7,153,28.10%,22.88%,35,118,71.90%,77.12%,153,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-12 - Thứ 7,260,97.31%,49.23%,128,118,2.69%,45.39%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,290,93.79%,60.69%,176,113,6.21%,38.97%,290,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,69,10.14%,7.25%,5,64,89.86%,92.75%,69,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-13 - Chủ Nhật,281,93.59%,40.57%,114,162,6.41%,57.65%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-14 - Thứ 2,263,99.24%,69.58%,183,79,0.76%,30.04%,263,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-14 - Thứ 2,106,19.81%,16.98%,18,87,80.19%,82.08%,106,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-14 - Thứ 2,316,97.47%,42.72%,135,164,2.53%,51.90%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-15 - Thứ 3,130,81.54%,52.31%,68,62,18.46%,47.69%,130,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-15 - Thứ 3,133,28.57%,20.30%,27,106,71.43%,79.70%,133,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-15 - Thứ 3,312,82.69%,38.14%,119,178,17.31%,57.05%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-16 - Thứ 4,267,100.00%,68.54%,183,84,0.00%,31.46%,267,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-16 - Thứ 4,29,58.62%,55.17%,16,13,41.38%,44.83%,29,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-16 - Thứ 4,329,98.48%,41.95%,138,177,1.52%,53.79%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-17 - Thứ 5,278,61.87%,48.56%,135,142,38.13%,51.08%,278,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-17 - Thứ 5,82,26.83%,21.95%,18,63,73.17%,76.83%,82,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-17 - Thứ 5,243,48.56%,17.70%,43,186,51.44%,76.54%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 1,2026-09-18 - Thứ 6,335,49.55%,40.00%,134,200,50.45%,59.70%,335,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Mới Ca 2,2026-09-18 - Thứ 6,139,18.71%,17.27%,24,115,81.29%,82.73%,139,AM Long,,NTB - Khánh Hòa,(KHO) Bắc Cam Ranh,Hàng Tồn,2026-09-18 - Thứ 6,380,73.16%,31.58%,120,244,26.84%,64.21%,0,AM Long
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-12 - Thứ 7,"1,441",99.17%,76.61%,"1,104",317,0.83%,22.00%,"1,441",AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-12 - Thứ 7,683,33.53%,24.16%,165,513,66.47%,75.11%,683,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-12 - Thứ 7,963,98.23%,56.18%,541,365,1.77%,37.90%,0,AM Thư
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,"1,128",99.47%,72.16%,814,289,0.53%,25.62%,"1,128",AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,550,20.00%,16.00%,88,460,80.00%,83.64%,550,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-13 - Chủ Nhật,"1,114",98.11%,56.73%,632,415,1.89%,37.26%,0,AM Thư
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-14 - Thứ 2,"1,149",97.65%,77.63%,892,237,2.35%,20.63%,"1,149",AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-14 - Thứ 2,483,45.13%,32.51%,157,322,54.87%,66.66%,483,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-14 - Thứ 2,"1,124",97.33%,52.94%,595,458,2.67%,40.74%,0,AM Thư
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-15 - Thứ 3,715,99.44%,80.70%,577,128,0.56%,17.90%,715,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-15 - Thứ 3,570,84.39%,66.14%,377,184,15.61%,32.28%,570,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-15 - Thứ 3,950,98.53%,54.11%,514,356,1.47%,37.47%,0,AM Thư
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-16 - Thứ 4,"1,206",99.25%,82.59%,996,185,0.75%,15.34%,"1,206",AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-16 - Thứ 4,442,84.16%,61.31%,271,166,15.84%,37.56%,442,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-16 - Thứ 4,596,97.82%,40.94%,244,317,2.18%,53.19%,0,AM Thư
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-17 - Thứ 5,"1,227",99.51%,81.17%,996,222,0.49%,18.10%,"1,227",AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-17 - Thứ 5,597,86.10%,68.84%,411,181,13.90%,30.32%,597,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-17 - Thứ 5,599,96.99%,40.90%,245,286,3.01%,47.75%,0,AM Thư
NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 1,2026-09-18 - Thứ 6,"1,182",99.41%,77.07%,911,246,0.59%,20.81%,"1,182",AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Mới Ca 2,2026-09-18 - Thứ 6,535,95.70%,58.13%,311,214,4.30%,40.00%,535,AM Thư,,NTB - Khánh Hòa,(KHO) Bắc Nha Trang,Hàng Tồn,2026-09-18 - Thứ 6,646,97.37%,48.92%,316,275,2.63%,42.57%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-12 - Thứ 7,112,86.61%,63.39%,71,38,13.39%,33.93%,112,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-12 - Thứ 7,32,96.88%,56.25%,18,13,3.12%,40.62%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,134,100.00%,66.42%,89,36,0.00%,26.86%,134,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-13 - Chủ Nhật,35,97.14%,54.29%,19,7,2.86%,20.00%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-14 - Thứ 2,85,90.59%,81.18%,69,15,9.41%,17.64%,85,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-14 - Thứ 2,38,97.37%,71.05%,27,8,2.63%,21.06%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-15 - Thứ 3,50,100.00%,76.00%,38,11,0.00%,22.00%,50,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-15 - Thứ 3,22,95.45%,63.64%,14,4,4.55%,18.18%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-16 - Thứ 4,81,100.00%,81.48%,66,15,0.00%,18.52%,81,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-16 - Thứ 4,13,100.00%,69.23%,9,3,0.00%,23.08%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-17 - Thứ 5,119,100.00%,78.15%,93,23,0.00%,19.33%,119,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-17 - Thứ 5,18,100.00%,61.11%,11,7,0.00%,38.89%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 1,2026-09-18 - Thứ 6,95,100.00%,89.47%,85,10,0.00%,10.53%,95,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Thư,,NTB - Khánh Hòa,(KHO) CK Bắc Nha Trang,Hàng Tồn,2026-09-18 - Thứ 6,28,100.00%,64.29%,18,7,0.00%,25.00%,0,AM Thư
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-12 - Thứ 7,71,97.18%,88.73%,63,8,2.82%,11.27%,71,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-12 - Thứ 7,5,80.00%,80.00%,4,1,20.00%,20.00%,0,AM Duy
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,69,95.65%,89.86%,62,7,4.35%,10.14%,69,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-13 - Chủ Nhật,10,70.00%,60.00%,6,3,30.00%,30.00%,0,AM Duy
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-14 - Thứ 2,70,94.29%,88.57%,62,7,5.71%,10.00%,70,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-14 - Thứ 2,5,80.00%,40.00%,2,3,20.00%,60.00%,0,AM Duy
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-15 - Thứ 3,46,89.13%,80.43%,37,8,10.87%,17.40%,46,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-15 - Thứ 3,8,100.00%,87.50%,7,1,0.00%,12.50%,8,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-15 - Thứ 3,10,70.00%,60.00%,6,3,30.00%,30.00%,0,AM Duy
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-16 - Thứ 4,60,95.00%,71.67%,43,16,5.00%,26.66%,60,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-16 - Thứ 4,12,83.33%,58.33%,7,4,16.67%,33.34%,0,AM Duy
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-17 - Thứ 5,62,88.71%,75.81%,47,11,11.29%,17.74%,62,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-17 - Thứ 5,1,0.00%,0.00%,0,1,100.00%,100.00%,1,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-17 - Thứ 5,19,78.95%,63.16%,12,6,21.05%,31.58%,0,AM Duy
NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 1,2026-09-18 - Thứ 6,49,100.00%,77.55%,38,11,0.00%,22.45%,49,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Mới Ca 2,2026-09-18 - Thứ 6,11,90.91%,63.64%,7,4,9.09%,36.36%,11,AM Duy,,NTB - Khánh Hòa,(KHO) CK Diên Điền,Hàng Tồn,2026-09-18 - Thứ 6,17,94.12%,52.94%,9,7,5.88%,41.18%,0,AM Duy
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-12 - Thứ 7,"1,028",61.19%,42.70%,439,587,38.81%,57.11%,"1,028",AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-12 - Thứ 7,"1,279",68.10%,23.69%,303,911,31.90%,71.23%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,"1,018",33.20%,21.61%,220,797,66.80%,78.29%,"1,018",AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,1,100.00%,0.00%,0,1,0.00%,100.00%,1,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-13 - Chủ Nhật,"1,408",60.23%,21.88%,308,"1,002",39.77%,71.16%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-14 - Thứ 2,893,28.22%,19.60%,175,712,71.78%,79.73%,893,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-14 - Thứ 2,2,50.00%,50.00%,1,1,50.00%,50.00%,2,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-14 - Thứ 2,"1,719",65.33%,28.91%,497,"1,139",34.67%,66.26%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-15 - Thứ 3,673,37.59%,22.14%,149,521,62.41%,77.41%,673,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-15 - Thứ 3,"1,796",61.02%,25.17%,452,"1,249",38.98%,69.54%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-16 - Thứ 4,943,30.12%,19.72%,186,754,69.88%,79.96%,943,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-16 - Thứ 4,"1,729",70.16%,33.60%,581,"1,078",29.84%,62.35%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-17 - Thứ 5,890,24.38%,17.87%,159,728,75.62%,81.79%,890,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-17 - Thứ 5,"1,781",69.57%,27.18%,484,"1,226",30.43%,68.83%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 1,2026-09-18 - Thứ 6,"1,060",27.26%,20.94%,222,835,72.74%,78.78%,"1,060",AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Long,,NTB - Khánh Hòa,(KHO) Cam Linh,Hàng Tồn,2026-09-18 - Thứ 6,"1,907",62.24%,26.64%,508,"1,279",37.76%,67.07%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-12 - Thứ 7,459,86.27%,68.63%,315,140,13.73%,30.50%,459,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-12 - Thứ 7,222,88.29%,51.80%,115,93,11.71%,41.89%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,473,77.38%,61.31%,290,177,22.62%,37.42%,473,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-13 - Chủ Nhật,211,77.25%,36.02%,76,127,22.75%,60.19%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-14 - Thứ 2,460,71.52%,62.39%,287,172,28.48%,37.39%,460,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-14 - Thứ 2,295,82.37%,52.20%,154,125,17.63%,42.38%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-15 - Thứ 3,349,95.42%,79.37%,277,68,4.58%,19.48%,349,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-15 - Thứ 3,280,94.29%,59.64%,167,103,5.71%,36.79%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-16 - Thứ 4,421,66.51%,48.46%,204,215,33.49%,51.06%,421,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-16 - Thứ 4,158,65.82%,20.25%,32,117,34.18%,74.05%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-17 - Thứ 5,380,95.00%,75.26%,286,92,5.00%,24.21%,380,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-17 - Thứ 5,328,88.11%,51.52%,169,144,11.89%,43.91%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 1,2026-09-18 - Thứ 6,463,80.35%,66.09%,306,150,19.65%,32.40%,463,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Cam Lâm 1,Hàng Tồn,2026-09-18 - Thứ 6,208,89.90%,37.02%,77,116,10.10%,55.77%,0,AM Phi
NTB - Khánh Hòa,(KHO) Cam Lâm 2,Hàng Mới Ca 1,2026-09-12 - Thứ 7,635,99.53%,71.02%,451,182,0.47%,28.67%,635,AM Long,,NTB - Khánh Hòa,(KHO) Cam Lâm 2,Hàng Mới Ca 2,2026-09-12 - Thứ 7,364,56.32%,39.56%,144,220,43.68%,60.44%,364,AM Long,,NTB - Khánh Hòa,(KHO) Cam Lâm 2,Hàng Tồn,2026-09-12 - Thứ 7,219,98.63%,43.38%,95,102,1.37%,46.57%,0,AM Long
NTB - Khánh Hòa,(KHO) Cam Lâm 2,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,495,99.80%,79.80%,395,99,0.20%,20.00%,495,AM Long,,NTB - Khánh Hòa,(KHO) Cam Lâm 2,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,158,51.27%,38.61%,61,96,48.73%,60.76%,158,AM Long,,NTB - Khánh Hòa,(KHO) Cam Lâm 2,Hàng Tồn,2026-09-13 - Chủ Nhật,470,98.72%,66.81%,314,137,1.28%,29.15%,0,AM Long
