Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,Sản Lượng Giao Thành Công,Sản Lượng Tồn,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,AM,Unnamed: 13,Cấp Quản Lý.1,Chi tiết.1,Loại Hàng.1,Time.1,Volume.1,% Gán.1,% GTC.1,Sản Lượng Giao Thành Công.1,Sản Lượng Tồn.1,% Chưa Gán.1,%Tồn.1,Hàng Mới Về Trong Ngày.1,AM.1,Unnamed: 27,Cấp Quản Lý.2,Chi tiết.2,Loại Hàng.2,Time.2,Volume.2,% Gán.2,% GTC.2,Sản Lượng Giao Thành Công.2,Sản Lượng Tồn.2,% Chưa Gán.2,%Tồn.2,Hàng Mới Về Trong Ngày.2,AM.2
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-09-17 - Thứ 5,404,100.00%,82.92%,335,57,0.00%,14.11%,404,AM Phi,,NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-09-17 - Thứ 5,132,95.45%,34.09%,45,77,4.55%,58.33%,0,AM Phi
NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 1,2026-09-18 - Thứ 6,463,100.00%,79.48%,368,81,0.00%,17.50%,463,AM Phi,,NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Diên Thọ,Hàng Tồn,2026-09-18 - Thứ 6,118,90.68%,35.59%,42,67,9.32%,56.78%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-12 - Thứ 7,277,99.28%,85.56%,237,35,0.72%,12.63%,277,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-12 - Thứ 7,47,95.74%,70.21%,33,11,4.26%,23.41%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,258,100.00%,86.43%,223,33,0.00%,12.79%,258,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-13 - Chủ Nhật,43,93.02%,48.84%,21,20,6.98%,46.51%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-14 - Thứ 2,247,99.60%,84.62%,209,34,0.40%,13.76%,247,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-14 - Thứ 2,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-14 - Thứ 2,53,100.00%,43.40%,23,27,0.00%,50.94%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-15 - Thứ 3,195,100.00%,89.74%,175,18,0.00%,9.23%,195,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-15 - Thứ 3,50,98.00%,42.00%,21,26,2.00%,52.00%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-16 - Thứ 4,245,100.00%,83.27%,204,39,0.00%,15.91%,245,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-16 - Thứ 4,37,97.30%,32.43%,12,25,2.70%,67.57%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-17 - Thứ 5,249,100.00%,79.92%,199,45,0.00%,18.07%,249,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-17 - Thứ 5,54,66.67%,37.04%,20,31,33.33%,57.40%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 1,2026-09-18 - Thứ 6,216,100.00%,75.00%,162,53,0.00%,24.54%,216,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Duy,,NTB - Khánh Hòa,(KHO) Khánh Sơn,Hàng Tồn,2026-09-18 - Thứ 6,69,100.00%,57.97%,40,28,0.00%,40.58%,0,AM Duy
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-12 - Thứ 7,280,98.57%,70.00%,196,74,1.43%,26.43%,280,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-12 - Thứ 7,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-12 - Thứ 7,109,98.17%,42.20%,46,57,1.83%,52.30%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,254,100.00%,73.62%,187,64,0.00%,25.20%,254,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-13 - Chủ Nhật,115,98.26%,45.22%,52,55,1.74%,47.82%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-14 - Thứ 2,217,100.00%,78.80%,171,41,0.00%,18.90%,217,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-14 - Thứ 2,2,0.00%,0.00%,0,2,100.00%,100.00%,2,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-14 - Thứ 2,111,99.10%,50.45%,56,47,0.90%,42.34%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-15 - Thứ 3,165,98.79%,74.55%,123,41,1.21%,24.84%,165,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-15 - Thứ 3,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-15 - Thứ 3,74,98.65%,37.84%,28,41,1.35%,55.40%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-16 - Thứ 4,267,99.25%,71.54%,191,63,0.75%,23.59%,267,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-16 - Thứ 4,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-16 - Thứ 4,72,100.00%,34.72%,25,44,0.00%,61.11%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-17 - Thứ 5,255,99.22%,76.47%,195,54,0.78%,21.18%,255,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-17 - Thứ 5,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-17 - Thứ 5,93,97.85%,35.48%,33,56,2.15%,60.22%,0,AM Phi
NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 1,2026-09-18 - Thứ 6,242,100.00%,77.27%,187,53,0.00%,21.90%,242,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Mới Ca 2,2026-09-18 - Thứ 6,0,0.00%,0.00%,0,0,0.00%,0.00%,0,AM Phi,,NTB - Khánh Hòa,(KHO) Khánh Vĩnh,Hàng Tồn,2026-09-18 - Thứ 6,92,98.91%,45.65%,42,44,1.09%,47.83%,0,AM Phi
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-12 - Thứ 7,814,99.14%,79.73%,649,157,0.86%,19.29%,814,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-12 - Thứ 7,458,91.48%,65.94%,302,155,8.52%,33.84%,458,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-12 - Thứ 7,248,95.16%,33.47%,83,149,4.84%,60.08%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,637,98.12%,78.49%,500,128,1.88%,20.10%,637,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,325,96.00%,74.46%,242,81,4.00%,24.92%,325,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-13 - Chủ Nhật,408,98.04%,49.75%,203,183,1.96%,44.86%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-14 - Thứ 2,762,98.82%,79.27%,604,152,1.18%,19.94%,762,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-14 - Thứ 2,334,98.50%,73.65%,246,86,1.50%,25.75%,334,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-14 - Thứ 2,373,94.10%,41.55%,155,188,5.90%,50.41%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-15 - Thứ 3,375,94.40%,81.60%,306,69,5.60%,18.40%,375,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-15 - Thứ 3,336,90.77%,67.26%,226,106,9.23%,31.55%,336,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-15 - Thứ 3,375,93.87%,39.73%,149,192,6.13%,51.20%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-16 - Thứ 4,731,99.18%,84.82%,620,103,0.82%,14.09%,731,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-16 - Thứ 4,291,96.56%,77.66%,226,61,3.44%,20.97%,291,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-16 - Thứ 4,337,96.14%,43.92%,148,159,3.86%,47.18%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-17 - Thứ 5,760,99.74%,83.03%,631,119,0.26%,15.65%,760,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-17 - Thứ 5,351,97.72%,70.37%,247,97,2.28%,27.64%,351,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-17 - Thứ 5,272,91.91%,41.91%,114,129,8.09%,47.43%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 1,2026-09-18 - Thứ 6,863,98.49%,83.31%,719,130,1.51%,15.07%,863,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Mới Ca 2,2026-09-18 - Thứ 6,331,90.63%,64.05%,212,119,9.37%,35.95%,331,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 1,Hàng Tồn,2026-09-18 - Thứ 6,323,97.83%,49.85%,161,125,2.17%,38.69%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-12 - Thứ 7,525,99.43%,85.71%,450,71,0.57%,13.53%,525,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-12 - Thứ 7,400,100.00%,76.50%,306,93,0.00%,23.25%,400,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-12 - Thứ 7,131,96.95%,40.46%,53,73,3.05%,55.72%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,600,99.50%,76.33%,458,137,0.50%,22.84%,600,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,197,100.00%,74.11%,146,50,0.00%,25.38%,197,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-13 - Chủ Nhật,205,98.05%,50.73%,104,94,1.95%,45.86%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-14 - Thứ 2,634,99.05%,84.70%,537,91,0.95%,14.35%,634,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-14 - Thứ 2,214,99.53%,78.97%,169,42,0.47%,19.63%,214,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-14 - Thứ 2,276,98.55%,53.26%,147,113,1.45%,40.94%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-15 - Thứ 3,567,99.82%,86.42%,490,70,0.18%,12.35%,567,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-15 - Thứ 3,238,99.58%,75.63%,180,58,0.42%,24.37%,238,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-15 - Thứ 3,219,97.26%,47.95%,105,99,2.74%,45.20%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-16 - Thứ 4,670,98.96%,82.84%,555,110,1.04%,16.41%,670,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-16 - Thứ 4,152,99.34%,79.61%,121,30,0.66%,19.73%,152,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-16 - Thứ 4,209,94.74%,45.45%,95,93,5.26%,44.50%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-17 - Thứ 5,746,99.33%,82.44%,615,129,0.67%,17.29%,746,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-17 - Thứ 5,236,98.73%,80.51%,190,44,1.27%,18.64%,236,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-17 - Thứ 5,216,95.37%,41.20%,89,104,4.63%,48.15%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 1,2026-09-18 - Thứ 6,708,98.31%,80.23%,568,134,1.69%,18.92%,708,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Mới Ca 2,2026-09-18 - Thứ 6,244,100.00%,79.10%,193,49,0.00%,20.08%,244,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 2,Hàng Tồn,2026-09-18 - Thứ 6,249,98.80%,44.98%,112,113,1.20%,45.38%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-12 - Thứ 7,559,99.11%,74.06%,414,140,0.89%,25.05%,559,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-12 - Thứ 7,349,68.77%,51.58%,180,166,31.23%,47.56%,349,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-12 - Thứ 7,181,98.34%,39.78%,72,98,1.66%,54.14%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,471,98.94%,73.04%,344,124,1.06%,26.32%,471,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,224,77.23%,53.57%,120,104,22.77%,46.43%,224,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-13 - Chủ Nhật,366,98.91%,58.47%,214,143,1.09%,39.07%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-14 - Thứ 2,507,98.62%,81.07%,411,88,1.38%,17.35%,507,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-14 - Thứ 2,205,69.27%,57.56%,118,86,30.73%,41.95%,205,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-14 - Thứ 2,355,97.75%,58.59%,208,135,2.25%,38.03%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-15 - Thứ 3,235,99.15%,82.98%,195,37,0.85%,15.74%,235,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-15 - Thứ 3,211,84.83%,59.72%,126,84,15.17%,39.81%,211,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-15 - Thứ 3,273,97.80%,52.75%,144,105,2.20%,38.46%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-16 - Thứ 4,481,98.96%,85.03%,409,69,1.04%,14.35%,481,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-16 - Thứ 4,247,81.38%,64.37%,159,85,18.62%,34.42%,247,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-16 - Thứ 4,209,98.09%,53.11%,111,81,1.91%,38.76%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-17 - Thứ 5,563,99.47%,79.75%,449,112,0.53%,19.89%,563,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-17 - Thứ 5,242,73.55%,57.44%,139,101,26.45%,41.73%,242,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-17 - Thứ 5,210,97.14%,49.52%,104,89,2.86%,42.38%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 1,2026-09-18 - Thứ 6,603,99.17%,78.61%,474,123,0.83%,20.39%,603,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Mới Ca 2,2026-09-18 - Thứ 6,241,68.46%,43.57%,105,136,31.54%,56.43%,241,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 3,Hàng Tồn,2026-09-18 - Thứ 6,283,97.88%,48.41%,137,130,2.12%,45.94%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-12 - Thứ 7,218,100.00%,86.70%,189,29,0.00%,13.30%,218,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-12 - Thứ 7,132,100.00%,88.64%,117,15,0.00%,11.36%,132,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-12 - Thứ 7,64,100.00%,28.13%,18,41,0.00%,64.06%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,281,100.00%,87.90%,247,33,0.00%,11.74%,281,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,94,98.94%,86.17%,81,10,1.06%,10.64%,94,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-13 - Chủ Nhật,63,98.41%,31.75%,20,41,1.59%,65.08%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-14 - Thứ 2,240,100.00%,89.58%,215,24,0.00%,10.00%,240,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-14 - Thứ 2,80,100.00%,85.00%,68,10,0.00%,12.50%,80,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-14 - Thứ 2,73,100.00%,41.10%,30,39,0.00%,53.42%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-15 - Thứ 3,193,100.00%,87.56%,169,24,0.00%,12.44%,193,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-15 - Thứ 3,147,99.32%,76.87%,113,32,0.68%,21.77%,147,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-15 - Thứ 3,56,100.00%,46.43%,26,24,0.00%,42.86%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-16 - Thứ 4,300,99.00%,84.00%,252,43,1.00%,14.33%,300,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-16 - Thứ 4,106,100.00%,84.91%,90,14,0.00%,13.20%,106,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-16 - Thứ 4,70,100.00%,50.00%,35,33,0.00%,47.14%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-17 - Thứ 5,248,99.60%,88.31%,219,27,0.40%,10.88%,248,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-17 - Thứ 5,78,100.00%,87.18%,68,10,0.00%,12.82%,78,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-17 - Thứ 5,83,100.00%,43.37%,36,44,0.00%,53.02%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 1,2026-09-18 - Thứ 6,350,100.00%,90.29%,316,33,0.00%,9.42%,350,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Mới Ca 2,2026-09-18 - Thứ 6,96,100.00%,88.54%,85,10,0.00%,10.42%,96,AM Thư,,NTB - Khánh Hòa,(KHO) Nam Nha Trang 5,Hàng Tồn,2026-09-18 - Thứ 6,72,100.00%,33.33%,24,42,0.00%,58.34%,0,AM Thư
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-12 - Thứ 7,536,97.95%,68.28%,366,166,2.05%,30.97%,536,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-12 - Thứ 7,284,98.94%,55.28%,157,126,1.06%,44.37%,284,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-12 - Thứ 7,271,92.62%,28.41%,77,181,7.38%,66.79%,0,AM Duy
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-13 - Chủ Nhật,518,97.49%,62.36%,323,185,2.51%,35.71%,518,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-13 - Chủ Nhật,141,98.58%,57.45%,81,58,1.42%,41.13%,141,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-13 - Chủ Nhật,385,96.36%,35.32%,136,224,3.64%,58.19%,0,AM Duy
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-14 - Thứ 2,442,96.38%,69.91%,309,128,3.62%,28.96%,442,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-14 - Thứ 2,234,95.73%,67.52%,158,70,4.27%,29.92%,234,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-14 - Thứ 2,449,97.77%,54.34%,244,183,2.23%,40.76%,0,AM Duy
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-15 - Thứ 3,373,99.46%,74.26%,277,93,0.54%,24.94%,373,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-15 - Thứ 3,230,99.57%,70.87%,163,65,0.43%,28.26%,230,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-15 - Thứ 3,335,95.82%,39.10%,131,174,4.18%,51.94%,0,AM Duy
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-16 - Thứ 4,584,96.92%,73.46%,429,144,3.08%,24.66%,584,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-16 - Thứ 4,211,99.05%,59.72%,126,79,0.95%,37.44%,211,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-16 - Thứ 4,297,96.30%,25.25%,75,180,3.70%,60.61%,0,AM Duy
NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 1,2026-09-17 - Thứ 5,535,98.32%,74.21%,397,128,1.68%,23.92%,535,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Mới Ca 2,2026-09-17 - Thứ 5,234,99.15%,77.78%,182,50,0.85%,21.37%,234,AM Duy,,NTB - Khánh Hòa,(KHO) Nha Trang,Hàng Tồn,2026-09-17 - Thứ 5,362,96.41%,41.16%,149,172,3.59%,47.51%,0,AM Duy
